timestamp,timestamp_sample,device_id,pressure,temperature,error_count
9133936972,9133936720,6845961,98913.83,47.767464,0
9134046381,9134046091,6845961,98913.38,47.762817,0
9134124680,9134124395,6845961,98913.8,47.765137,0
9134233908,9134233597,6845961,98914.01,47.7663,0
9134311969,9134311720,6845961,98913.04,47.767464,0
9134421355,9134421105,6845961,98913.45,47.769783,0
9134561985,9134561729,6845961,98913.914,47.775593,0
9134608948,9134608681,6845961,98914.14,47.77908,0
9134749480,9134749222,6845961,98913.72,47.775593,0
9134827608,9134827354,6845961,98913.71,47.77443,0
9134936971,9134936722,6845961,98913.85,47.769783,0
9135015126,9135014880,6845961,98913.43,47.767464,0
9135124462,9135124215,6845961,98913.875,47.77211,0
9135202599,9135202343,6845961,98913.78,47.781403,0
9135311965,9135311716,6845961,98913.76,47.77908,0
9135452589,9135452342,6845961,98913.59,47.782562,0
9135499509,9135499239,6845961,98913.82,47.784885,0
9135640200,9135639942,6845961,98913.59,47.782562,0
9135749493,9135749218,6845961,98913.62,47.784885,0
9135827716,9135827469,6845961,98913.484,47.790695,0
9135937095,9135936848,6845961,98913.84,47.78721,0
9136015095,9136014850,6845961,98913.66,47.788372,0
9136124476,9136124228,6845961,98913.63,47.78605,0
9136218242,9136217984,6845961,98913.12,47.79302,0
9136311963,9136311712,6845961,98913.68,47.790695,0
9136452590,9136452342,6845961,98913.664,47.789536,0
9136515083,9136514838,6845961,98913.55,47.777916,0
9136640126,9136639878,6845961,98913.78,47.781403,0
9136733912,9136733663,6845961,98912.97,47.77908,0
9136827597,9136827348,6845961,98914.07,47.77211,0
9136921348,9136921098,6845961,98913.39,47.763977,0
9137030798,9137030550,6845961,98913.195,47.763977,0
9137108898,9137108627,6845961,98913.52,47.757008,0
9137218202,9137217957,6845961,98913.7,47.755844,0
9137343203,9137342957,6845961,98913.57,47.74307,0
9137452595,9137452345,6845961,98913.055,47.732613,0
9137546353,9137546097,6845961,98912.89,47.734936,0
9137640190,9137639877,6845961,98913.56,47.72448,0
9137733846,9137733599,6845961,98914.14,47.72332,0
9137843254,9137842958,6845961,98913.62,47.711704,0
9137921340,9137921088,6845961,98913.82,47.712864,0
9138030811,9138030560,6845961,98913.18,47.707058,0
9138108967,9138108716,6845961,98913.336,47.70357,0
9138218231,9138217975,6845961,98913.664,47.69776,0
9138358909,9138358656,6845961,98913.33,47.702408,0
9138437039,9138436790,6845961,98913.625,47.69428,0
9138546351,9138546102,6845961,98913.75,47.68731,0
9138624468,9138624218,6845961,98913.5,47.682663,0
9138733856,9138733606,6845961,98913.42,47.675694,0
9138811975,9138811725,6845961,98913.25,47.676853,0
9138921332,9138921084,6845961,98914.01,47.67453,0
9139061964,9139061717,6845961,98913.76,47.669884,0
9139108933,9139108664,6845961,98913.76,47.669884,0
9139249474,9139249210,6845961,98913.98,47.672207,0
9139358842,9139358583,6845961,98913.89,47.664078,0
9139437017,9139436722,6845961,98913.95,47.669884,0
9139546353,9139546096,6845961,98913.77,47.671047,0
9139624480,9139624231,6845961,98914.11,47.666397,0
9139734011,9139733756,6845961,98914.29,47.665237,0
9139811963,9139811713,6845961,98913.7,47.665237,0
9139921335,9139921082,6845961,98913.95,47.669884,0
9139999468,9139999219,6845961,98913.914,47.666397,0
9140108842,9140108595,6845961,98914.06,47.66175,0
9140249502,9140249239,6845961,98913.9,47.665237,0
9140296378,9140296123,6845961,98913.51,47.665237,0
9140436971,9140436722,6845961,98913.805,47.655945,0
9140515085,9140514840,6845961,98913.25,47.65943,0
9140624538,9140624284,6845961,98913.8,47.654785,0
9140718212,9140717961,6845961,98913.375,47.65246,0
9140811965,9140811715,6845961,98913.41,47.654785,0
9140952591,9140952339,6845961,98913.17,47.65246,0
9141015253,9141014999,6845961,98913.71,47.64781,0
9141140129,9141139875,6845961,98914.13,47.63155,0
9141249533,9141249210,6845961,98912.97,47.633873,0
9141327591,9141327341,6845961,98913.68,47.62574,0
9141436974,9141436727,6845961,98913.484,47.62574,0
9141530824,9141530569,6845961,98913.266,47.62342,0
9141624462,9141624211,6845961,98913.875,47.62574,0
9141718211,9141717963,6845961,98913.71,47.629227,0
9141827660,9141827396,6845961,98913.555,47.632713,0
9141952601,9141952347,6845961,98913.71,47.629227,0
9142015094,9142014847,6845961,98913.3,47.626904,0
9142140211,9142139932,6845961,98913.95,47.633873,0
9142233858,9142233604,6845961,98914.234,47.640842,0
9142343207,9142342958,6845961,98913.63,47.639683,0
9142421338,9142421090,6845961,98913.5,47.645493,0
9142530744,9142530487,6845961,98913.266,47.642006,0
9142609033,9142608783,6845961,98913.516,47.64781,0
9142718202,9142717956,6845961,98913.77,47.65362,0
9142858852,9142858598,6845961,98913.48,47.66175,0
9142952592,9142952341,6845961,98913.44,47.658268,0
9143046336,9143046091,6845961,98913.43,47.657104,0
9143155706,9143155459,6845961,98914.12,47.66756,0
9143233847,9143233598,6845961,98913.7,47.665237,0
9143343212,9143342964,6845961,98913.266,47.66059,0
9143421346,9143421092,6845961,98913.5,47.664078,0
9143530775,9143530518,6845961,98913.87,47.66175,0
9143608853,9143608591,6845961,98913.914,47.666397,0
9143718205,9143717957,6845961,98913.93,47.66756,0
9143858835,9143858585,6845961,98913.58,47.671047,0
9143936968,9143936719,6845961,98913.36,47.669884,0
9144046346,9144046097,6845961,98913.625,47.675694,0
9144124488,9144124238,6845961,98913.414,47.67453,0
9144233889,9144233642,6845961,98913.66,47.678017,0
9144311975,9144311724,6845961,98913.64,47.676853,0
9144421335,9144421085,6845961,98913.266,47.679176,0
9144499470,9144499213,6845961,98913.68,47.68034,0
9144608844,9144608593,6845961,98913.23,47.675694,0
9144749474,9144749222,6845961,98913.42,47.675694,0
9144796340,9144796091,6845961,98913.2,47.67337,0
9144936966,9144936717,6845961,98913.7,47.682663,0
9145046369,9145046120,6845961,98913.164,47.669884,0
9145124468,9145124219,6845961,98913.86,47.679176,0
9145233911,9145233654,6845961,98914.04,47.678017,0
9145312132,9145311879,6845961,98913.75,47.668724,0
9145421337,9145421087,6845961,98913.56,47.669884,0
9145515113,9145514862,6845961,98914.39,47.67453,0
9145608879,9145608590,6845961,98913.945,47.668724,0
9145749536,9145749211,6845961,98913.47,47.66059,0
9145811970,9145811720,6845961,98913.67,47.66175,0
9145936965,9145936713,6845961,98914.05,47.66059,0
9146030758,9146030504,6845961,98913.414,47.655945,0
9146124474,9146124222,6845961,98913.69,47.662914,0
9146218235,9146217979,6845961,98913.5,47.664078,0
9146327593,9146327342,6845961,98913.27,47.66175,0
9146452581,9146452333,6845961,98913.63,47.658268,0
9146515106,9146514856,6845961,98913.766,47.65246,0
9146640128,9146639878,6845961,98913.766,47.65246,0
9146749475,9146749213,6845961,98913.19,47.65362,0
9146843207,9146842958,6845961,98913.125,47.64781,0
9146936959,9146936712,6845961,98913.74,47.65014,0
9147030813,9147030562,6845961,98913.33,47.64781,0
9147140121,9147139874,6845961,98913.305,47.645493,0
9147218205,9147217958,6845961,98913.46,47.642006,0
9147327594,9147327342,6845961,98913.02,47.63852,0
9147452587,9147452338,6845961,98913.84,47.642006,0
9147515331,9147515068,6845961,98912.76,47.63155,0
9147655761,9147655487,6845961,98912.805,47.636196,0
9147733840,9147733592,6845961,98912.805,47.636196,0
9147843207,9147842958,6845961,98912.6,47.635036,0
9147921342,9147921093,6845961,98913.1,47.645493,0
9148030741,9148030490,6845961,98912.41,47.65362,0
9148108950,9148108677,6845961,98912.91,47.645493,0
9148218204,9148217956,6845961,98912.92,47.646652,0
9148296599,9148296337,6845961,98912.76,47.65014,0
9148468286,9148468039,6845961,98913.01,47.654785,0
9148546360,9148546098,6845961,98913.164,47.6513,0
9148655704,9148655453,6845961,98913.01,47.654785,0
9148733858,9148733599,6845961,98913.12,47.646652,0
9148843208,9148842961,6845961,98913.08,47.643166,0
9148921348,9148921098,6845961,98912.93,47.64781,0
9149030756,9149030494,6845961,98912.86,47.640842,0
9149108898,9149108640,6845961,98913.31,47.646652,0
9149218275,9149218017,6845961,98912.805,47.636196,0
9149296339,9149296089,6845961,98912.27,47.640842,0
9149437082,9149436794,6845961,98912.28,47.642006,0
9149546347,9149546095,6845961,98912.3,47.643166,0
9149593210,9149592960,6845961,98912.445,47.63852,0
9149733852,9149733601,6845961,98912.41,47.635036,0
9149827589,9149827338,6845961,98912.61,47.636196,0
9149921412,9149921164,6845961,98912.34,47.629227,0
9150015091,9150014841,6845961,98912.734,47.629227,0
9150108850,9150108598,6845961,98913.61,47.63736,0
9150249590,9150249302,6845961,98913.445,47.640842,0
9150311979,9150311726,6845961,98913.805,47.63736,0
9150436972,9150436723,6845961,98914.2,47.63852,0
9150546359,9150546104,6845961,98914.586,47.63736,0
9150624460,9150624214,6845961,98914.01,47.63852,0
9150733889,9150733642,6845961,98915.31,47.63155,0
9150827588,9150827340,6845961,98914.945,47.635036,0
9150921356,9150921087,6845961,98915.29,47.630386,0
9151015085,9151014840,6845961,98914.984,47.63852,0
9151124491,9151124240,6845961,98915.26,47.626904,0
9151249478,9151249205,6845961,98915.45,47.626904,0
9151312069,9151311764,6845961,98916.03,47.626904,0
9151436963,9151436713,6845961,98915.46,47.628067,0
9151530771,9151530515,6845961,98915.42,47.62458,0
9151640129,9151639879,6845961,98915.72,47.633873,0
9151718205,9151717957,6845961,98915.836,47.626904,0
9151827600,9151827349,6845961,98915.9,47.632713,0
9151952772,9151952392,6845961,98915.625,47.643166,0
9152015091,9152014843,6845961,98915.83,47.64433,0
9152155740,9152155487,6845961,98915.44,47.643166,0
9152249474,9152249223,6845961,98915.61,47.642006,0
9152343218,9152342956,6845961,98915.95,47.655945,0
9152452594,9152452339,6845961,98915.336,47.65362,0
9152530776,9152530516,6845961,98916.05,47.664078,0
9152640137,9152639883,6845961,98915.79,47.658268,0
9152718208,9152717960,6845961,98915.055,47.662914,0
9152827590,9152827339,6845961,98915.32,47.669884,0
9152968291,9152968044,6845961,98915.86,47.665237,0
9153015088,9153014842,6845961,98915.51,47.668724,0
9153155770,9153155519,6845961,98915.64,47.681503,0
9153233863,9153233599,6845961,98915.31,47.68731,0
9153343216,9153342968,6845961,98915.664,47.683823,0
