timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
9152693703,0.0,0.99868226,0.0,0.0,-0.051319826,0.0,0.0,-0.0
9152703076,0.0,0.9986909,0.0,0.0,-0.0511519,0.0,0.0,-0.0
9152713583,0.0,0.9987005,0.0,0.0,-0.050963838,0.0,0.0,-0.0
9152723980,0.0,0.99871,0.0,0.0,-0.05077812,0.0,0.0,-0.0
9152734486,0.0,0.9987195,0.0,0.0,-0.05059041,0.0,0.0,-0.0
9152742970,0.0,0.99872714,0.0,0.0,-0.050439008,0.0,0.0,-0.0
9152753808,0.0,0.99873686,0.0,0.0,-0.050246034,0.0,0.0,-0.0
9152763198,0.0,0.99874526,0.0,0.0,-0.050078623,0.0,0.0,-0.0
9152773677,0.0,0.9987546,0.0,0.0,-0.049892068,0.0,0.0,-0.0
9152783057,0.0,0.9987629,0.0,0.0,-0.04972533,0.0,0.0,-0.0
9152793610,0.0,0.99877226,0.0,0.0,-0.049537957,0.0,0.0,-0.0
9152805047,0.0,0.9987857,0.0,0.0,-0.04926639,0.0,0.0,-0.0
9152813460,0.0,0.99878913,0.0,0.0,-0.049195793,0.0,0.0,-0.0
9152823882,0.0,0.9987935,0.0,0.0,-0.049108434,0.0,0.0,-0.0
9152834335,0.0,0.9987978,0.0,0.0,-0.049020912,0.0,0.0,-0.0
9152844917,0.0,0.99880207,0.0,0.0,-0.04893243,0.0,0.0,-0.0
9152853349,0.0,0.9988055,0.0,0.0,-0.048861943,0.0,0.0,-0.0
9152863867,0.0,0.9988098,0.0,0.0,-0.04877412,0.0,0.0,-0.0
9152874433,0.0,0.9988141,0.0,0.0,-0.048685987,0.0,0.0,-0.0
9152883781,0.0,0.9988179,0.0,0.0,-0.0486081,0.0,0.0,-0.0
9152893601,0.0,0.9988219,0.0,0.0,-0.04852638,0.0,0.0,-0.0
9152905024,0.0,0.9988265,0.0,0.0,-0.048431396,0.0,0.0,-0.0
9152914486,0.0,0.9988303,0.0,0.0,-0.04835279,0.0,0.0,-0.0
9152923191,0.0,0.99883384,0.0,0.0,-0.04828055,0.0,0.0,-0.0
9152933677,0.0,0.998838,0.0,0.0,-0.04819355,0.0,0.0,-0.0
9152944118,0.0,0.9988467,0.0,0.0,-0.04801254,0.0,0.0,-0.0
9152953597,0.0,0.9988514,0.0,0.0,-0.04791473,0.0,0.0,-0.0
9152964100,0.0,0.9988566,0.0,0.0,-0.047806446,0.0,0.0,-0.0
9152974527,0.0,0.99886173,0.0,0.0,-0.047699038,0.0,0.0,-0.0
9152984964,0.0,0.99886686,0.0,0.0,-0.047591645,0.0,0.0,-0.0
9152993335,0.0,0.99887097,0.0,0.0,-0.047505617,0.0,0.0,-0.0
9153004059,0.0,0.9988762,0.0,0.0,-0.04739558,0.0,0.0,-0.0
9153014530,0.0,0.9988813,0.0,0.0,-0.04728812,0.0,0.0,-0.0
9153023814,0.0,0.9988858,0.0,0.0,-0.04719295,0.0,0.0,-0.0
9153033697,0.0,0.9988906,0.0,0.0,-0.047091734,0.0,0.0,-0.0
9153044246,0.0,0.99889565,0.0,0.0,-0.046983786,0.0,0.0,-0.0
