timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
9130905759,9130905472,6845961,202.75877,98913.18,15.0,1.1956452,0,0
9130999534,9130975797,6845961,202.78694,98912.89,15.0,1.1956418,0,0
9131093345,9131061773,6845961,202.77756,98912.98,15.0,1.1956428,0,0
9131202728,9131171115,6845961,202.74939,98913.33,15.0,1.1956471,0,0
9131280802,9131249230,6845961,202.76817,98913.125,15.0,1.1956446,0,0
9131390341,9131358623,6845961,202.75409,98913.25,15.0,1.1956462,0,0
9131468251,9131444524,6845961,202.7259,98913.58,15.0,1.19565,0,0
9131577622,9131546102,6845961,202.7353,98913.484,15.0,1.195649,0,0
9131655748,9131632067,6845961,202.7353,98913.45,15.0,1.1956486,0,0
9131718250,9131717956,6845961,202.75877,98913.23,15.0,1.1956458,0,0
9131796393,9131780461,6845961,202.7353,98913.49,15.0,1.195649,0,0
9131905761,9131874250,6845961,202.74939,98913.305,15.0,1.1956468,0,0
9131983914,9131968031,6845961,202.77286,98913.016,15.0,1.1956433,0,0
9132093315,9132061758,6845961,202.7306,98913.56,15.0,1.19565,0,0
9132171374,9132155479,6845961,202.7259,98913.61,15.0,1.1956505,0,0
9132233927,9132233632,6845961,202.75877,98913.22,15.0,1.1956457,0,0
